title,genres,runtime,vote_average,vote_count,year
Dead Awake,"['Fantasy', 'Mystery', 'Thriller', 'Romance']",92.0,4.3,12.0,2010
Prom,['Comedy'],104.0,5.7,139.0,2011
Magic Trip,['Documentary'],107.0,6.6,9.0,2011
Stay Cool,['Comedy'],94.0,4.7,21.0,2009
Walled In,"['Horror', 'Thriller']",92.0,4.6,54.0,2009
Fierce Light: When Spirit Meets Action,['Documentary'],90.0,0.0,0.0,2008
Strongman,['Documentary'],0.0,8.0,2.0,2011
Waiting for Forever,"['Drama', 'Romance']",94.0,5.7,122.0,2010
The Creation of the Humanoids,['Science Fiction'],75.0,5.6,9.0,1962
Future Cops,"['Action', 'Comedy']",95.0,5.9,8.0,1993
Tooth and Nail,"['Drama', 'Horror', 'Thriller', 'Science Fiction']",94.0,4.3,15.0,2007
Face,"['Comedy', 'Drama']",138.0,7.5,4.0,2009
Orders,"['Drama', 'History']",109.0,6.5,7.0,1974
The Story of Temple Drake,"['Crime', 'Drama']",70.0,5.1,7.0,1933
Project Nim,['Documentary'],93.0,6.8,52.0,2011
Escape,"['Drama', 'Thriller']",98.0,6.8,5.0,1940
Fatherland,"['Drama', 'Thriller', 'Action']",106.0,5.8,32.0,1994
Simon Says,"['Horror', 'Thriller']",87.0,5.2,24.0,2006
Chill,['Horror'],88.0,3.5,4.0,2007
Birdemic: Shock and Terror,"['Horror', 'Science Fiction']",95.0,2.1,69.0,2010
"Walking, Walking","['Drama', 'Foreign']",171.0,0.0,0.0,1983
Whirlygirl,"['Romance', 'Drama']",99.0,5.5,10.0,2006
Woyzeck,"['Drama', 'Foreign', 'Horror']",93.0,8.3,3.0,1994
Win/Win,"['Drama', 'Comedy', 'Foreign']",81.0,4.5,3.0,2010
Page Eight,"['Mystery', 'Thriller', 'Drama']",99.0,6.8,63.0,2011
The Inbetweeners Movie,['Comedy'],97.0,6.2,341.0,2011
The Old Man and the Sea,"['Action', 'Drama', 'Foreign', 'TV Movie']",93.0,5.9,8.0,1990
Time to Die,"['Western', 'Drama']",90.0,6.7,3.0,1966
Dying at Grace,['Documentary'],148.0,6.5,2.0,2003
The Future,"['Comedy', 'Drama']",91.0,5.8,28.0,2011
Richard III,['Drama'],55.0,0.0,1.0,1912
Burning Secret,['Drama'],106.0,5.3,4.0,1988
Love Ranch,['Drama'],117.0,6.0,21.0,2010
Payment Deferred,"['Crime', 'Thriller']",81.0,4.5,2.0,1932
The Interrupters,['Documentary'],125.0,5.7,12.0,2011
Ill Met by Moonlight,"['War', 'Adventure', 'Action', 'Drama']",104.0,6.3,8.0,1957
Red State,"['Horror', 'Action', 'Thriller']",88.0,5.9,321.0,2011
The Dark Side of the Heart,"['Comedy', 'Drama', 'Romance']",127.0,6.5,13.0,1992
Les Misérables,['Drama'],281.0,7.0,13.0,1934
Wooden Crosses,"['Drama', 'War']",110.0,6.8,8.0,1932
Short Sharp Shock,"['Drama', 'Thriller']",93.0,6.1,10.0,1998
Chinese Take-Out,['Comedy'],93.0,7.1,95.0,2011
A Stranger's Heart,"['Drama', 'Romance']",0.0,1.7,3.0,2007
Restraint,"['Drama', 'Thriller']",94.0,6.1,45.0,2008
A Better Life,['Drama'],98.0,7.0,54.0,2011
Raging Phoenix,"['Thriller', 'Action']",112.0,5.4,14.0,2009
Ceremony,"['Comedy', 'Romance']",89.0,5.2,20.0,2010
Sympathy for Delicious,['Drama'],96.0,6.5,10.0,2011
Wrecked,"['Thriller', 'Mystery']",91.0,5.2,104.0,2010
Korridoren,['Drama'],97.0,5.5,2.0,1968
Pearl Jam: Twenty,"['Documentary', 'Music']",109.0,8.1,35.0,2011
I Don't Know How She Does It,"['Romance', 'Comedy']",89.0,5.0,142.0,2011
Two Cents Worth of Hope,"['Romance', 'Comedy']",110.0,4.0,3.0,1952
Commandos Strike at Dawn,"['War', 'Drama']",98.0,6.2,3.0,1942
The Pleasure Seekers,"['Comedy', 'Music', 'Romance']",107.0,5.3,2.0,1964
The Kidnappers,"['Drama', 'Comedy']",93.0,7.0,3.0,1953
That Lady in Ermine,"['Comedy', 'Romance']",89.0,6.1,8.0,1948
April Love,"['Comedy', 'Drama']",97.0,6.6,5.0,1957
Red Meadows,"['War', 'Drama']",85.0,3.0,4.0,1945
Shark Night,"['Horror', 'Thriller']",91.0,4.9,134.0,2011
Beautiful Lies,"['Comedy', 'Romance']",105.0,5.8,48.0,2010
Contagion,"['Drama', 'Thriller', 'Science Fiction']",106.0,6.2,1351.0,2011
We Have a Pope,"['Drama', 'Comedy']",102.0,6.7,109.0,2011
Frenchman's Creek,"['Romance', 'Adventure']",110.0,6.2,3.0,1944
Vigilante,"['Action', 'Crime', 'Thriller']",90.0,7.1,16.0,1983
Sleeping Beauty,"['Drama', 'Romance']",102.0,5.3,186.0,2011
María Candelaria,"['Drama', 'Romance']",102.0,5.9,7.0,1944
The Maze,"['Horror', 'Science Fiction']",80.0,4.5,7.0,1953
Straw Dogs,"['Drama', 'Thriller']",110.0,5.5,147.0,2011
Moneyball,['Drama'],133.0,7.0,1409.0,2011
William S. Burroughs: A Man Within,['Documentary'],88.0,6.2,5.0,2010
The Appeared,"['Horror', 'Thriller', 'Mystery']",104.0,4.8,13.0,2008
Felicity,"['Drama', 'Romance']",94.0,6.8,6.0,1978
The Winning Team,"['Drama', 'Romance']",98.0,6.0,1.0,1952
"Fat, Sick & Nearly Dead",['Documentary'],97.0,7.1,49.0,2010
Higher and Higher,"['Comedy', 'Music']",90.0,6.0,1.0,1943
The House of the Seven Gables,"['Thriller', 'Drama']",89.0,3.5,4.0,1940
Le Havre,"['Drama', 'Comedy']",93.0,6.8,98.0,2011
An Unlikely Weapon,[],85.0,0.0,0.0,2009
X,"['Action', 'Thriller', 'Romance']",90.0,5.5,39.0,2010
The Milky Way,['Drama'],86.0,6.0,1.0,2007
Magnificent Warriors,"['Action', 'Foreign']",88.0,6.3,9.0,1987
Zindagi Na Milegi Dobara,"['Drama', 'Comedy', 'Romance']",155.0,7.6,83.0,2011
Restless,"['Drama', 'Romance']",91.0,6.3,156.0,2011
Neds,['Drama'],124.0,6.7,44.0,2010
Cold Fish,"['Drama', 'Thriller', 'Crime']",144.0,6.4,67.0,2010
Skeletons,"['Fantasy', 'Comedy', 'Thriller', 'Mystery', 'Foreign']",94.0,6.3,14.0,2010
Phineas and Ferb the Movie: Across the 2nd Dimension,"['Animation', 'Comedy', 'Family', 'TV Movie']",78.0,6.6,107.0,2011
Follow Me Quietly,['Thriller'],60.0,5.0,5.0,1949
Scott Walker: 30 Century Man,"['Documentary', 'Music']",95.0,7.0,8.0,2006
Four Nights of a Dreamer,"['Drama', 'Romance']",87.0,8.0,9.0,1971
The Perfume of the Lady in Black,"['Foreign', 'Horror', 'Mystery', 'Thriller']",101.0,6.3,15.0,1974
The Soul of a Man,"['Documentary', 'Music']",103.0,5.9,5.0,2003
God's Comedy,"['Comedy', 'Drama']",170.0,7.5,4.0,1995
Nightmare,['Thriller'],83.0,7.3,15.0,1964
Taxi Zum Klo,"['Drama', 'Comedy', 'Foreign']",96.0,6.7,11.0,1980
I Am,['Drama'],93.0,7.8,5.0,2005
My Little Business,['Comedy'],96.0,6.4,6.0,1999
La Maladie de Sachs,['Drama'],0.0,6.0,5.0,1999
The Witches,"['Comedy', 'Drama', 'Romance']",105.0,5.4,10.0,1967
The Valley,['Drama'],105.0,6.0,2.0,1972
Point Blank,"['Action', 'Thriller', 'Crime']",84.0,6.4,141.0,2010
Masti,"['Comedy', 'Drama']",166.0,6.1,14.0,2004
O Contador de Histórias,['Drama'],106.0,6.9,4.0,2009
Nothing Personal,['Drama'],85.0,6.6,19.0,2009
Ironclad,"['Romance', 'Adventure', 'Action', 'History']",121.0,6.2,231.0,2011
Green Fire,"['Adventure', 'Drama']",100.0,6.0,3.0,1954
Russell Peters: The Green Card Tour,['Comedy'],88.0,6.7,8.0,2011
Some Photos in the City of Sylvia,['Documentary'],67.0,8.5,2.0,2007
Children of the Secret State,['Documentary'],50.0,6.8,4.0,2001
Pathetic Fallacy,['Drama'],102.0,7.0,2.0,1958
No Man of Her Own,"['Drama', 'Romance']",85.0,3.5,2.0,1932
Zombie Island Massacre,['Horror'],95.0,2.8,5.0,1984
Mr. Thank You,['Drama'],78.0,6.9,7.0,1936
Northanger Abbey,"['Drama', 'Romance']",93.0,6.9,78.0,2007
Floods of Fear,"['Adventure', 'Action', 'Thriller']",84.0,6.5,2.0,1958
Loser Takes All,[],120.0,8.0,1.0,2002
Film Is a Girl & a Gun,['Drama'],93.0,7.5,2.0,2009
In Vanda's Room,['Drama'],170.0,5.0,8.0,2001
De Dominee,"['Drama', 'Crime', 'Foreign']",110.0,6.4,8.0,2004
Black Butterflies,"['Drama', 'Romance']",100.0,6.0,11.0,2011
Sweet Karma,"['Action', 'Thriller']",85.0,5.1,15.0,2009
Bereavement,"['Crime', 'Horror', 'Mystery']",103.0,5.2,46.0,2010
A Horrible Way to Die,"['Thriller', 'Horror']",87.0,5.1,27.0,2010
The Last Chance,"['Drama', 'War']",113.0,4.2,5.0,1945
Men without Wings,['War'],79.0,2.5,2.0,1946
Children of Glory,"['Drama', 'History']",115.0,7.4,8.0,2006
Bulldog Drummond Escapes,"['Action', 'Adventure', 'Mystery']",67.0,6.0,3.0,1937
La próxima estación,[],0.0,7.0,2.0,2008
The Avengers,"['Science Fiction', 'Action', 'Adventure']",143.0,7.4,12000.0,2012
Taxi!,"['Crime', 'Drama']",69.0,4.8,5.0,1932
Tinker Tailor Soldier Spy,"['Drama', 'Thriller', 'Mystery']",127.0,6.6,856.0,2011
A Separation,['Drama'],123.0,7.8,474.0,2011
A Dangerous Method,"['Drama', 'Thriller']",99.0,6.2,589.0,2011
Man's Castle,"['Drama', 'Romance']",75.0,6.0,4.0,1933
"Sleep, My Love","['Drama', 'Mystery']",97.0,5.7,11.0,1948
My Name Is Julia Ross,['Mystery'],65.0,5.1,12.0,1945
The Romantic Englishwoman,"['Drama', 'Comedy']",116.0,5.8,10.0,1975
Neecha Nagar,[],122.0,2.5,2.0,1946
Warrior,"['Action', 'Drama']",140.0,7.7,1297.0,2011
Littlerock,['Drama'],83.0,7.0,4.0,2010
Sherlock Holmes,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Mystery']",89.0,5.5,41.0,2010
The Crowd Roars,"['Action', 'Drama']",85.0,4.8,5.0,1932
Eva,['Drama'],100.0,6.9,9.0,1962
You're Telling Me!,['Comedy'],66.0,8.3,2.0,1934
Mother Wore Tights,['Music'],107.0,0.0,0.0,1947
The Ides of March,['Drama'],101.0,6.5,924.0,2011
The Proud and the Beautiful,['Drama'],0.0,6.8,2.0,1953
Punk in London,[],111.0,7.5,2.0,1977
The Star Witness,"['Crime', 'Drama']",68.0,5.5,4.0,1931
The Strip,"['Crime', 'Drama']",85.0,5.3,2.0,1951
Bad Girl,['Romance'],90.0,4.7,7.0,1931
Kill List,"['Horror', 'Thriller', 'Crime']",95.0,6.0,214.0,2011
Killer Elite,"['Action', 'Adventure', 'Thriller']",116.0,6.1,703.0,2011
The Dukes,"['Comedy', 'Crime', 'Drama', 'Music']",96.0,5.0,1.0,2007
Bobby Fischer Against the World,"['Documentary', 'Drama']",93.0,6.9,46.0,2011
Badmaash Company,"['Comedy', 'Crime', 'Drama']",144.0,5.6,17.0,2010
The Nature of Existence,['Documentary'],94.0,4.5,2.0,2010
Bellflower,"['Action', 'Drama', 'Romance']",106.0,6.4,54.0,2011
50/50,"['Comedy', 'Drama']",100.0,7.0,1287.0,2011
Clapham Junction,['Drama'],99.0,5.2,13.0,2007
Warrior of the Lost World,"['Action', 'Science Fiction']",92.0,2.3,7.0,1983
Main Street,"['Drama', 'Romance']",92.0,3.5,17.0,2010
Superman and the Mole-Men,"['Drama', 'Science Fiction', 'Action', 'Family', 'Fantasy']",58.0,5.8,10.0,1951
Rat Pfink a Boo Boo,"['Comedy', 'Action', 'Thriller']",72.0,5.0,1.0,1966
The Turin Horse,['Drama'],146.0,7.4,65.0,2011
Generation P,"['Comedy', 'Drama', 'Science Fiction']",112.0,5.6,17.0,2011
Once Upon a Time in Anatolia,"['Drama', 'Crime']",150.0,7.4,97.0,2011
The Artist,"['Drama', 'Comedy', 'Romance']",100.0,7.3,1075.0,2011
Someone I Loved,"['Comedy', 'Drama']",112.0,6.0,17.0,2009
Housewarming,['Comedy'],95.0,5.6,9.0,2005
Whity,"['Western', 'Drama']",95.0,5.3,3.0,1971
I Want Candy,"['Drama', 'Comedy']",87.0,5.2,38.0,2007
In jeder Sekunde,[],0.0,6.5,1.0,2008
Superheroes,"['Documentary', 'Action', 'Comedy', 'Drama']",81.0,6.7,19.0,2011
Me and the Colonel,"['Comedy', 'War']",109.0,7.0,5.0,1958
Corruption,['Horror'],91.0,5.5,8.0,1968
Gigi,"['Romance', 'Comedy']",82.0,6.0,2.0,1949
Ornamental Hairpin,"['Romance', 'Drama']",75.0,6.0,3.0,1941
Blinky™,"['Horror', 'Science Fiction']",13.0,6.7,34.0,2011
Play,"['Drama', 'Crime']",118.0,7.4,20.0,2011
"Khrustalyov, My Car!",[],137.0,5.3,8.0,1998
Song of the Exile,[],100.0,5.0,1.0,1990
There Will Be No Leave Today,['Drama'],46.0,6.3,3.0,1959
The Legend of Suram Fortress,['Drama'],88.0,7.0,9.0,1986
On the Double,"['Action', 'Comedy', 'Science Fiction', 'War', 'Foreign']",92.0,7.5,7.0,1961
Here Comes Peter Cottontail,"['Animation', 'Family']",50.0,6.8,8.0,1971
Don't Change Your Husband,[],71.0,7.0,3.0,1919
The Masseurs and a Woman,['Drama'],66.0,6.5,9.0,1938
Enthiran,"['Action', 'Comedy', 'Drama', 'Romance', 'Science Fiction']",155.0,6.5,46.0,2010
The Trap: What Happened to Our Dream of Freedom,[],180.0,8.3,11.0,2007
Animal Love,['Documentary'],120.0,6.8,4.0,1996
Novena,['Drama'],97.0,5.0,1.0,2005
Rabbit à la Berlin,['Documentary'],51.0,6.0,1.0,2009
Circumstance,['Drama'],107.0,7.4,24.0,2011
Slaughter Hotel,"['Horror', 'Mystery', 'Thriller']",97.0,5.0,12.0,1971
Ticking Clock,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",101.0,4.8,18.0,2011
Ghost from the Machine,"['Thriller', 'Science Fiction']",86.0,3.5,6.0,2010
Reykjavik-Rotterdam,"['Action', 'Thriller']",88.0,5.8,13.0,2008
Wrestling,"['Drama', 'Family']",20.0,5.3,4.0,2007
White of the Eye,"['Horror', 'Thriller']",110.0,5.7,15.0,1988
The Boss,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",100.0,6.6,9.0,1973
Green Chair,"['Romance', 'Drama']",98.0,6.6,8.0,2005
I'm Gonna Explode,"['Drama', 'Comedy', 'Romance', 'Foreign']",106.0,8.3,3.0,2008
The Report,['Drama'],112.0,7.3,3.0,1977
Five,"['Drama', 'Foreign']",74.0,5.0,1.0,2003
A Lizard in a Woman's Skin,"['Horror', 'Thriller', 'Mystery']",104.0,7.0,19.0,1971
The Oily Maniac,['Horror'],84.0,5.8,7.0,1976
Take Shelter,"['Thriller', 'Drama']",120.0,7.1,479.0,2011
Genealogies of a Crime,"['Crime', 'Drama']",113.0,7.0,2.0,1997
The Myth of the American Sleepover,"['Romance', 'Comedy', 'Drama']",93.0,6.4,29.0,2010
That Day,"['Mystery', 'Drama', 'Comedy', 'Crime']",105.0,4.4,4.0,2003
Road to Nowhere,"['Mystery', 'Thriller']",121.0,5.0,18.0,2011
Zaat,"['Thriller', 'Fantasy', 'Science Fiction', 'Horror', 'Drama']",100.0,2.1,14.0,1971
The Music Never Stopped,['Drama'],105.0,7.3,42.0,2011
The Experience,['Drama'],60.0,6.0,3.0,1973
A Wedding Suit,['Drama'],54.0,6.5,1.0,1976
Le jeu de la mort,['Documentary'],0.0,6.8,7.0,2010
ABC Africa,"['Documentary', 'Foreign']",83.0,4.8,4.0,2001
Pigskin Parade,"['Comedy', 'Music']",93.0,6.0,1.0,1936
Songwriter,['Drama'],94.0,6.0,1.0,1984
First Love,"['Comedy', 'Romance']",84.0,8.5,2.0,1939
I Dream Too Much,"['Romance', 'Comedy']",97.0,3.0,1.0,1935
"One Potato, Two Potato",['Drama'],83.0,5.3,4.0,1964
The Sheep Has Five Legs,['Comedy'],104.0,5.8,4.0,1954
No Rest for the Wicked,['Thriller'],114.0,5.6,27.0,2011
The Presence,"['Drama', 'Horror', 'Thriller']",83.0,4.3,29.0,2010
The Caller,"['Horror', 'Thriller', 'Mystery']",92.0,6.0,82.0,2011
Small Town Girl,"['Music', 'Romance']",93.0,5.8,2.0,1953
Monsieur Vincent,['Drama'],111.0,6.4,6.0,1947
The Toast of New Orleans,"['Drama', 'Music', 'Romance']",97.0,6.7,3.0,1950
Captain Thunder,['Adventure'],115.0,3.6,7.0,2011
The Happiest Days of Your Life,['Comedy'],81.0,5.9,10.0,1950
"I Am Taraneh, I Am Fifteen Years Old",['Drama'],110.0,6.5,2.0,2002
The Grand Dukes,['Comedy'],85.0,6.8,7.0,1996
Tony Arzenta,"['Action', 'Crime', 'Drama', 'Thriller']",90.0,5.7,5.0,1973
The Living Desert,['Documentary'],69.0,6.4,5.0,1953
Brothers at War,"['Documentary', 'History']",110.0,6.0,1.0,2009
Salaam Cinema,"['Documentary', 'Drama', 'Comedy']",75.0,6.6,9.0,1995
The Happiest Girl in the World,"['Drama', 'Comedy']",90.0,6.7,3.0,2009
Examined Life,['Documentary'],87.0,7.3,4.0,2008
Wadd: The Life & Times of John C. Holmes,['Documentary'],105.0,5.3,3.0,1999
Don't Deliver Us from Evil,"['Horror', 'Drama']",102.0,6.7,20.0,1971
Three Outlaw Samurai,"['Action', 'Drama']",95.0,7.0,22.0,1964
Antonio Gaudí,['Documentary'],72.0,7.9,7.0,1984
Slumming,"['Comedy', 'Drama']",100.0,6.4,5.0,2006
Real Steel,"['Action', 'Science Fiction', 'Drama']",127.0,6.6,2749.0,2011
Devil Times Five,['Horror'],88.0,4.6,10.0,1974
The Dream Catcher,['Drama'],99.0,6.7,6.0,1999
The Pleasure of Being Robbed,['Drama'],71.0,6.3,7.0,2008
Cuckoo in a Dark Forest,"['Drama', 'War']",94.0,0.0,0.0,1986
Hotel Pacific,['Drama'],94.0,7.0,2.0,1975
The Enchanted World of Danny Kaye: The Emperor's New Clothes,"['Animation', 'Family']",60.0,0.0,0.0,1972
Pinocchio,[],78.0,6.0,1.0,1976
Buck,['Documentary'],89.0,7.7,15.0,2011
Hell,"['Horror', 'Science Fiction', 'Thriller']",89.0,5.7,76.0,2011
Exit,"['Drama', 'Mystery', 'Thriller']",100.0,5.9,9.0,2006
Clara and Me,"['Drama', 'Romance', 'Foreign']",90.0,4.5,4.0,2004
My Joy,['Drama'],127.0,6.5,16.0,2010
The Overbrook Brothers,"['Drama', 'Comedy']",92.0,0.0,0.0,2009
I Am My Films: A Portrait of Werner Herzog,['Documentary'],93.0,8.0,1.0,1979
Portrait Werner Herzog,['Documentary'],28.0,7.8,4.0,1986
Sokkotanssi,[],,0.0,0.0,1999
Pilate and Others,[],98.0,7.0,2.0,1972
The Smiling Madame Beudet,['Drama'],38.0,5.9,13.0,1923
Snow,['Drama'],100.0,3.7,3.0,2008
Father of Invention,"['Comedy', 'Drama']",93.0,5.2,48.0,2010
Quiet Flows the Don,"['Drama', 'History']",340.0,6.1,8.0,1957
No Exit,[],95.0,7.5,2.0,1954
At Sea,[],60.0,8.0,6.0,2007
House by the River,"['Crime', 'Drama']",88.0,5.9,15.0,1950
The Bullfighters,['Comedy'],61.0,5.1,7.0,1945
The Last Days of Pompeii,"['Drama', 'Action']",88.0,4.0,1.0,1913
Catching Hell,['Documentary'],105.0,6.6,9.0,2011
Footloose,"['Drama', 'Music', 'Romance']",113.0,6.4,438.0,2011
The Thing,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",103.0,6.0,876.0,2011
Lemmy,"['Documentary', 'Music']",116.0,7.5,34.0,2010
Beautiful Boy,['Drama'],100.0,6.1,29.0,2010
The Harvest (La Cosecha),['Documentary'],80.0,0.0,0.0,2011
Tyrannosaur,"['Drama', 'Romance']",93.0,7.3,124.0,2011
Men in the City 2,['Comedy'],112.0,6.2,31.0,2011
"O-Bi, O-Ba: The End of Civilization","['Science Fiction', 'Drama']",85.0,6.4,7.0,1985
The Killer Is Loose,"['Drama', 'Thriller']",73.0,7.2,5.0,1956
Martha Marcy May Marlene,"['Drama', 'Thriller']",101.0,6.7,278.0,2011
We Need to Talk About Kevin,"['Drama', 'Thriller']",112.0,7.4,687.0,2011
Tabloid,['Documentary'],87.0,6.3,44.0,2010
The Old Fashioned Way,['Comedy'],71.0,4.5,2.0,1934
The River Murders,"['Thriller', 'Mystery']",93.0,5.1,27.0,2011
Behind Enemy Lines II: Axis of Evil,"['Action', 'Adventure', 'Thriller']",96.0,4.5,31.0,2006
Return of Django,['Western'],95.0,7.0,1.0,1967
The Three Musketeers,"['Adventure', 'Action', 'Thriller']",110.0,5.6,945.0,2011
In Time,"['Action', 'Thriller', 'Science Fiction']",109.0,6.7,3512.0,2011
Oranges and Sunshine,['Drama'],100.0,7.3,34.0,2010
A Pain in the Ass,['Comedy'],86.0,5.4,8.0,2008
Brighton Rock,"['Drama', 'Thriller', 'Crime']",111.0,5.6,36.0,2010
The League of Gentlemen,"['Comedy', 'Crime', 'Thriller']",116.0,7.1,21.0,1960
Burning Palms,"['Comedy', 'Drama', 'Family']",112.0,5.5,22.0,2010
Margaret,['Drama'],149.0,6.1,86.0,2011
Carnage,"['Comedy', 'Drama']",80.0,7.0,760.0,2011
Assassination Games,"['Drama', 'Action', 'Crime']",101.0,5.9,93.0,2011
Margin Call,"['Thriller', 'Drama']",107.0,6.7,531.0,2011
Mystics in Bali,"['Mystery', 'Horror']",86.0,6.6,11.0,1981
God's Little Acre,"['Romance', 'Drama', 'Comedy']",118.0,6.6,4.0,1958
2019: After the Fall of New York,"['Action', 'Horror', 'Science Fiction']",96.0,4.5,18.0,1983
Alaska: Silence And Solitude,['Documentary'],57.0,7.2,7.0,2005
The Frozen North,"['Documentary', 'History']",60.0,6.9,8.0,2006
Out California Way,"['Western', 'Music']",67.0,0.0,0.0,1946
Paranormal Activity 3,['Horror'],83.0,5.9,685.0,2011
Puncture,"['Drama', 'Mystery']",100.0,6.5,119.0,2011
Polisse,['Drama'],127.0,7.9,292.0,2011
A Little Bit of Heaven,"['Comedy', 'Drama', 'Romance']",106.0,6.2,205.0,2011
Year of the Carnivore,"['Comedy', 'Romance']",88.0,6.5,3.0,2009
A Perfect Couple,"['Comedy', 'Romance']",110.0,3.5,2.0,1979
The War of the Robots,"['Action', 'Science Fiction']",99.0,2.5,2.0,1978
Prisoners of the Lost Universe,"['Adventure', 'Science Fiction', 'Action']",90.0,3.9,13.0,1983
Bertsolari,['Documentary'],90.0,0.0,0.0,2011
Blondie Knows Best,['Comedy'],69.0,0.0,0.0,1946
Johnny English Reborn,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",101.0,6.0,1026.0,2011
Abduction,"['Thriller', 'Action', 'Mystery']",106.0,5.6,987.0,2011
Beginning of the Great Revival,"['Drama', 'Action', 'Foreign']",124.0,5.1,7.0,2011
This Must Be the Place,['Drama'],118.0,6.7,275.0,2011
Shame,['Drama'],100.0,7.0,897.0,2011
La Marseillaise,"['History', 'Drama']",135.0,8.1,4.0,1938
Werewolf Woman,"['Horror', 'Foreign']",98.0,5.1,7.0,1976
"Love Affair, or the Case of the Missing Switchboard Operator","['Drama', 'Foreign']",79.0,7.2,10.0,1967
11 x 14,['Documentary'],81.0,7.0,1.0,1977
The True Story of Jesse James,"['Action', 'Western']",92.0,5.3,10.0,1957
One to Another,['Drama'],95.0,5.8,12.0,2006
American Son,['Drama'],90.0,4.4,4.0,2008
The Book of Stars,[],111.0,7.0,2.0,1999
Directed by John Ford,['Documentary'],99.0,6.8,9.0,1971
TV Junkie,['Documentary'],89.0,7.5,2.0,2006
"Happy, Happy","['Drama', 'Comedy', 'Romance']",80.0,6.1,14.0,2010
A Screaming Man,"['War', 'Drama']",92.0,5.0,9.0,2010
A Cab for Three,"['Drama', 'Crime']",90.0,6.8,3.0,2001
Unholy,"['Horror', 'Science Fiction', 'Thriller']",90.0,2.8,4.0,2007
Ballad of the Little Soldier,['Documentary'],46.0,6.9,4.0,1984
May 18,"['Action', 'Adventure', 'Drama', 'Foreign']",118.0,6.4,8.0,2007
Nora's Will,"['Drama', 'Action', 'Comedy', 'Thriller', 'Foreign']",92.0,7.3,4.0,2008
What's Your Number?,"['Comedy', 'Romance']",106.0,6.2,689.0,2011
Dream House,"['Drama', 'Thriller', 'Mystery']",84.0,5.8,401.0,2011
How to Die in Oregon,['Documentary'],107.0,7.8,11.0,2011
"Suddenly, Last Winter",['Documentary'],85.0,0.0,0.0,2008
Queen of Blood,"['Horror', 'Science Fiction']",81.0,5.3,13.0,1966
Radioactive Dreams,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",98.0,6.0,7.0,1986
Headhunters,"['Thriller', 'Crime']",100.0,7.2,404.0,2011
Batman: Year One,"['Action', 'Adventure', 'Animation', 'Crime', 'Science Fiction']",64.0,7.1,255.0,2011
America before Columbus,['Documentary'],91.0,9.0,1.0,2009
Camouflage,"['Comedy', 'Drama']",106.0,5.0,1.0,1977
Pajęczarki,[],,0.0,0.0,0
Mulan: Rise of a Warrior,"['Adventure', 'Drama', 'Action']",115.0,6.9,43.0,2009
Campus Radio,[],0.0,0.0,0.0,2011
Machine Gun Preacher,"['Action', 'Thriller', 'Crime']",129.0,6.4,292.0,2011
Miss Representation,['Documentary'],85.0,7.7,19.0,2011
Answer This!,"['Comedy', 'Romance']",105.0,4.8,6.0,2011
The Doll,"['Drama', 'Romance']",139.0,5.5,2.0,1968
Anonymous,"['Drama', 'History', 'Thriller']",130.0,6.3,291.0,2011
Mr. Nice,"['Comedy', 'Crime', 'Drama']",121.0,6.0,52.0,2010
Hella W,[],0.0,6.3,3.0,2011
The Carpenter,"['Horror', 'Thriller']",89.0,5.0,2.0,1988
The Veteran,"['Action', 'Thriller']",98.0,5.8,50.0,2011
The Gold of Naples,"['Drama', 'Comedy']",131.0,7.8,14.0,1954
Crashing,"['Comedy', 'Drama', 'Romance']",80.0,4.6,4.0,2007
A Loving Father,['Drama'],103.0,4.6,6.0,2002
End of the Game,"['Mystery', 'Thriller']",106.0,5.7,6.0,1975
Gone to Earth,"['Drama', 'Romance']",110.0,4.8,4.0,1950
Black Cadillac,"['Drama', 'Thriller']",93.0,6.3,18.0,2003
Colorado Avenue,['Drama'],120.0,2.0,1.0,2007
A Sunday in Hell: Paris-Roubaix,['Documentary'],111.0,6.0,1.0,1977
Doc,['Western'],96.0,6.9,9.0,1971
Al Franken - God Spoke,['Documentary'],84.0,6.8,4.0,2006
Bone,['Comedy'],95.0,8.3,4.0,1972
Hamlet,['Drama'],117.0,6.1,7.0,1969
"China 9, Liberty 37","['Action', 'Western', 'Foreign']",105.0,0.0,0.0,1978
Tower Heist,"['Action', 'Comedy']",104.0,5.8,945.0,2011
J. Edgar,"['Drama', 'Crime', 'History']",137.0,6.0,766.0,2011
Sometimes They Come Back,"['Drama', 'Horror', 'Thriller']",97.0,5.4,60.0,1991
The Double,"['Action', 'Drama', 'Crime']",98.0,5.8,226.0,2011
Cherry Crush,"['Crime', 'Drama', 'Mystery', 'Thriller']",89.0,4.3,6.0,2007
WUSA,['Drama'],115.0,7.4,4.0,1970
The Adventures of Tintin,"['Adventure', 'Animation', 'Mystery']",107.0,6.7,2095.0,2011
Operation Mad Ball,"['Comedy', 'War']",105.0,7.0,1.0,1957
The Son of No One,"['Drama', 'Thriller', 'Crime']",90.0,4.8,93.0,2011
